doc_id|sent_num|sent_str
0|67|The fit of observed data to a null model of stationary population size was tested via the sum of squares deviation (SSD) test.
0|68|Also, Tajima’s D and Fu’s F were calculated; significant negative values, of both indexes, are indicative of recent population expansion (; ) In a different approach, coalescent-base Bayesian skyline plots () were also conducted to estimate changes in the effective population size through time, using Beast2 ().
0|69|Nucleotide substitution and frequencies for each group were estimated from the data; Bayesian Information Criterion was used to choose best-fitting models.
0|70|The best clock model was selected using Model Selection v1.01 Beast package implemented in BEAST, which was a strict clock.
0|71|Markov Chain Monte Carlo were let run for 10 M iterations logging trees every 1,000 iterations.
0|72|Historical demographic plots were constructed using Tracer ().
0|73|Absolute time-scale was calculated using a substitution rate for Cytb gene of 0.0031, which was the estimated rate for this gene in the closely related species Abrothrix longipilis by .
0|74|Six groups were set to test for signals of demographic change/stability using mismatch distributions, associated demographic tests and Bayesian skyline plots mentioned above.
0|75|(1) Total sample, which includes the 49 Cytb sequences in the dataset; (2) clade A, which considers only the sequences included in this clade (see below); (3) clade B, including only sequences in this clade (see below), (4) northern range, containing all samples from localities 1–6, (5) southern range, with all samples from localities 7–10; and (6) eastern range, containing samples from localities near the Andes, 5–9).
0|76|The 49 sequences of Cytb of Abrothrix manni contain 46 variable sites that define 22 haplotypic classes ().
0|77|Nine haplotypes were found in more than one specimen.
0|78|No single haplotype was found in more than one collection site; most sites (seven out of 10) exhibited more than one haplotype ().
0|79|Overall pairwise distance for the whole dataset is 1.2%.
0|80|Sequence divergence among localities () ranged from 0.3% (between localities 3 and 9) to 1.8% (between locality pairs 1–2, 1–5, 1–3, and 2–3).
0|81|Observed haplotype and nucleotide diversity values for the entire sample are Hd = 0.909 (SD = 0,025) and Pi: 0,01012.
0|82|The best model of molecular evolution for the dataset was HKY + G (−lnL = 3499.6757; BIC = 7447.304), which was implemented in both ML and BI analyses.
0|83|Resulting topologies congruently recover, although without a strong support (Bayesian posterior probability: PP = 0.73; Bootstrap support: BT = 67%) the monophyly of A. manni.
0|84|Haplotypes of A. manni form two main clades ().
0|85|The first one (clade A, hereafter) is composed by 10 haplotypes from 6 localities (1–6) covering the northern part of the study area; support values for this clade are low, PP = 0.8 and BT = 71.
0|86|The second clade (clade B, hereafter), which is moderately supported (PP = 0.8, BT = 94), includes haplotypes from southern localities (7–10) and one haplotype from a specimen collected at locality 6.
0|87|Thus, in the area of Llifen (locality 6) both main clades of A. manni overlap ().
0|88|Haplotypes from clades A and B are, on average, 1.7% divergent.
0|89|Mean divergence within each clade is low; 0.7% and 0.6% for clades A and B, respectively.
0|90|When grouping haplotypes according to a geographical criterion (localities 1–6 vs.7–10), AMOVA shows that 55.6% of the total variation in the data set is attributable to differences between these two geographic groups.
0|91|The remaining percentage is due to differences among locality sites (21%) and within localities (23.4%).
0|92|Fixation indexes were significant at these three levels ().
0|93|When analyzing the data set grouped according to gene genealogy, the AMOVA shows the same pattern, where the largest fraction of the observed variation is due to differences between groups (clades in this case).
0|94|Here, a 2% increase was observed in the variation attributable to differences between clades (57.26%) over the mentioned difference between geographic groups ().
0|95|Results of analyses of molecular variance (AMOVA) for two arrangements of samples (for the definition of groups see ‘Materials and Methods’ and ).
0|96|Percentage of variation among groups (AG), among populations within groups (APWG), and within populations (WP) are given.
0|97|Notes.
0|98|indicate p-values lower than 0.0001.
0|99|Historical demography of A. manni, assessed by means of four indexes, recovered contrasting signals for six different grouping of samples.
0|100|When considering the whole dataset, half of the indexes recovered signals of demographic expansion (SSD and Hr), while the rest failed to do so (Tajima’s D and Fu’s Fs; see ).
0|101|Further exploration of the overall signals led us to calculations per clade and geographic range.
0|102|Estimations for clade A and northern range exhibited the same pattern as the total sample, with significant values of SSD and Hr ().
0|103|On the other hand, calculations for clade B and southern range failed to show signals of population expansion in most tests (, ).
0|104|Exceptions are marginally significant values of Fu’s F for clade B and highly significant negative Tajima’s D for southern range.
0|105|Western localities (1–9) are sites that were probably covered by the ice sheet during the last glaciation (see dotted lines in ).
0|106|Demographic tests based on mismatch distribution for this set of localities failed to recover signals of population expansion (, ).
0|107|Finally, skyline plots helped understanding past demographic dynamics at the light of contradictory signals in demographic tests by showing that after an increase in the effective population size, a more recent decrease have occurred ().
0|108|This pattern was observed in all groups analyzed, being more evident when analyzing the total sample ().
0|109|Population size reductions would have taken place during the last 15,000–10,000 years.
0|110|Skyline plot for the eastern range shows a gradual increment in the population effective size from ca.
0|111|100 KYA to 25 KYA and a more recent slight reduction in effective size ().
0|112|"Frequency distribution of pair-wise differences among Cytb haplotype pairs of Abrothrix manni for (A) total sample; (B) clade A; (C) clade B; (D) northern range; (E) Southern range; (F) Eastern range,
                Patagonian sigmodontine species have differentially responded to historical climatic events."
0|113|Many of these broadly distributed species lack significant phylogeographic breaks ().
0|114|Fewer are the cases where allopatric clades were reported; among these are the Patagonian chinchilla mouse Euneomys chinchilloides (), the long-haired mouse Abrothrix hirta () and the olive mouse Abrothrix olivacea (; ).
0|115|Notice, however, that these species show phylogeographic structure over their large distributional ranges covering most of the open (the former) or open and forested (the last two) areas of Patagonia.
0|116|Meanwhile the distributional range of Abrothrix manni is considerably smaller than that of the species mentioned above, including the co-generic and co-distributed A. hirta and A. olivacea ().
0|117|Even so, A. manni exhibits a clear differentiation in two main clades that are essentially allopatric ().
0|118|Interestingly, in our study area, which traditionally has been considered as large refugial area (; ) no phylogeographic structure is found in other mammals, such as the olive mouse A. olivacea (), the long-tailed mouse O. longicaudatus (; ), the marsupial Dromiciops gliroides (sensu ; clade C in ), and the pudu Pudu puda ().
0|119|Therefore, setting aside the limitations of the data analyzed in terms of loci and geographic coverage, the phylogeographic pattern found in A. manni is unique among the mammals studied to date in the Patagonian Valdivian forest.
0|120|Indexes of demographic history for four arrangements of samples of Abrothrix manni.
0|121|Tajima’s D (D), Fu’s Fs (Fs), sum of squared deviation (SSD), Harpending’s raggedness index (Hr), and their respective p-values to the right.
0|122|Values in bold are those that support demographic expansion.
0|123|Bayesian skyline plots showing the change in effective population size (y-axis) through time (in thousand years; x-axis) for distinct samples of haplotypes of Abrothrix manni: (A) total sample; (B) clade A; (C) clade B; (D) northern range; (E) southern range; (F) eastern range.
0|124|The distributional area of A. manni has been highly impacted by the Quaternary climate oscillations.
0|125|Environmental dynamics in this area include changes in the spatial configuration of forests (e.g., reduction, fragmentation, and expansion) and the extension of a glacial ice cap in pre-Andean and Andean areas during the LGM (; ; ; ).
0|126|Having in mind that A. manni is a forest-dwelling species with a restricted geographic range, the uncovered phylogeographic pattern suggests a process of local differentiation in at least two areas that are latitudinally segregated, one in the north and another in the south of the species distribution.
0|127|Determining the absolute time for the formation of the two main intraspecific lineages of A. manni remains a challenging task.
0|128|However, considering the estimation of 0.6 MY as the crown age of the species (see  in ; but note the error bar ranging from more than 1 MY to a few thousand years ago), it is possible that the two main lineages of A. manni may have diverged in the context of Pleistocene forest fragmentation occurring in the area (; ; ).
0|129|If, as hypothesized, both main mitochondrial lineages of A. manni differentiated in allopatry, it is necessary to propose an event of secondary contact after the differentiation of the northern and southern lineages of A. manni.
0|130|Our sampling design detected a single intermediate locality of sympatry of these lineages (locality 6, , ).
0|131|Since there are not noteworthy discontinuities in the non-sampled area between the known areas of occupancy of both clades, we anticipate that more sites of contact might be found with a denser geographic coverage.
0|132|The existence of Pleistocene refugia in the Valdivian forest of North-Western Patagonia has been proposed in an increasing number of studies, including reptiles (; ; ), amphibians (), fishes (; ) and insects ().
0|133|An initial model of a single coastal refugium has been rapidly replaced by a more complex scenario of multiple refugia (; ; ; ; ).
0|134|In any case, palynological, palaeoclimatic and genetic data suggest that non-glaciated coastal areas from northern Chiloe up northwards were mainly forested during the LGM (; ; ).
0|135|Accordingly, several tree species, such as Nothofagus pumilio, N. oblicua, Podocarpus nubigena, and Euchryphia cordifolia, would have persisted not only in the coastal zone, but also near and at Los Andes (; ; ; ), some of them probably moving down and uphill during the Pleistocene and the Holocene (; ).
0|136|identified two types of refugial areas in southern Chile, a peripheral glacial refugium along the western slopes of the Andes, and a lowland glacial refugium located in the Western Chilean Pacific coast.
0|137|The first one is supported by genetic evidence of—among other plants and animal species—the sigmodontine mouse Loxodontomys micropus (; ).
0|138|On the other hand, another sigmodontine rodent, the olive mouse Abrothrix olivacea, supports the lowland coastal refugium ().
0|139|In addition, both coastal and Andean refugia has been also proposed for same species (; e.g., ; ; ; ).
0|140|Whether the suggested refugia for A. manni were coastal and/or pre-Andean is uncertain.
0|141|Both scenarios are plausible for either northern or southern refugium.
0|142|Irrespective the precise location of refugial areas for northern and southern lineages, our results support the local persistence of A. manni during the LGM in its current general distributional area at the Valdivian forest.
0|143|In line with this idea is the fact that neither demographic indexes nor mismatch distribution test for the six geographical groups of localities showed clear signals of recent population expansion; the eastern range () that considers localities that would have been covered by the ice sheet during the LGM ().
0|144|In addition, the six groups analyzed (–) show a general pattern of population reduction towards the present.
0|145|Noteworthily, the eastern range group shows a trend of gradual increment in the effective population size between ca.
0|146|100 KYA to 25 KYA with a minor reduction towards the present ().
0|147|In this regard, it is of interest in future studies to include more samples of A. manni from the eastern range, particularly from Argentina (i.e., east side of the Andes) to assess if the uncovered pattern changes.
0|148|In addition to the mainland area of Central-Southern Chile, the north-west half of the large Chiloe Island has been also proposed as a refugial area ().
0|149|Due to sampling limitations we could not test here for demographic stability of populations of A. manni from Chiloe, but we observed that island genetic variants are closely related to those recovered in the mainland.
0|150|This was also observed in the marine otter Lontra felina (), the pudu deer Pudu puda (), the marsupial Dromicios gliroides (), and in the long-tailed mouse Oligoryzomys longicaudatus ().
0|151|These results are in line with well-known evidence showing that during Pleistocene glacial oscillations, the Chiloe Island remained connected with the mainland due to a drop in sea level ().
0|152|In north-western Patagonia, different mammals show signals of demographic expansion within our study area.
0|153|This is the case of Dromiciops gliroides (referred as clade C in ), Abrothrix olivacea (; but see ) and Oligoryzomys longicaudatus ().
0|154|Contrary to the mentioned species, A. manni fails to show signals of recent demographic expansion in both northern and southern portions of its distributional range ().
0|155|On the contrary, Bayesian skyline plots showed a temporal line with an increase in the effective population size followed by a reduction towards the present ().
0|156|This population decline was estimated as occurring about 15,000-10,000 YA.
0|157|This is the approximate timing of the end of the last glaciation.
0|158|Distinct processes could explain the inferred recent reduction in population sizes of Mann’s soft-haired mouse.
0|159|One of this is a scenario where populations of A. manni have been negatively affected by interspecific competition with other species, likely sigmodontine rodents, which would have expanded in the area after glacial conditions retreated.
0|160|Also, it is possible that the demographic reduction experienced by A. manni may have been caused by the wildfire that increased in Northern Patagonian forests ca.
0|161|11,000–8,500 YA (; ) and/or eruptions such as that of the regional volcanoes Mocho-Choshuenco and Puyehue-Cordón Caulle ().
0|162|For the moment, the understanding of the natural history of A. manni is much limited (see ); as such, the just posed suggestions needs to be further evaluated with additional genetic studies (allowing testing the reduction in population sizes) as well as with field studies.
0|163|The genetic variation of the mitochondrial Cytb gene of Abrothrix manni supports a history of persistence during Quaternary oscillations in its restricted distributional area at the Valdivian forest of north-western Patagonia.
0|164|This, however, does not imply that this mouse was not impacted by climatic changes; on the contrary, forest fragmentation would have caused a differentiation process that led to two divergent intraspecific lineages and the posterior secondary contact between them.
0|165|These conclusions are noteworthy because of the reduced geographic scale inhabited by the species.
0|166|They also imply that this small area may have harbored multiple Pleistocene refugia.
0|167|Finally, with this study, which constitutes the first description of the spatial distribution of the genetic variation and historical demography of the recently described Mann’s soft-haired mouse A. manni, we hope to contribute to the understanding of evolutionary history of the local fauna, particularly of the sigmodontine rodents.
1|0|Anthropogenic ocean warming threatens the survival of marine invertebrates, and early life stages (e.g., larvae and juveniles) are particularly susceptible to heat stress (; ; ; ; ).
1|1|Given the widespread negative effects experienced by marine invertebrates during and after marine heatwaves, in some cases including mass mortality (; ; ; ; ), it is unclear whether these organisms possess the capacity to persist in the face of unprecedented, rapid climate change (; ; ; ).
1|2|Within-generation acclimatization may promote resilience to ocean warming, and has gained increased attention in marine invertebrates including corals and sea anemones in recent years (; ; ; ; ).
1|3|While a unified terminology has yet to emerge for discourse surrounding within-generation acclimatization, modified responses to repeat exposure to abiotic stress are often termed “environmental memory” (; ; ) or “legacy effects” (; ), which can imply negative or positive responses to repeated stress.
1|4|These phenomena may promote the persistence of marine invertebrates in a warming ocean, and are worthy of further investigation.
1|5|Beneficial acclimatization can develop via hormetic priming, in which exposure to low or intermediate doses of abiotic stress elicits physiological benefits, while higher doses lead to increasing net harm (; ).
1|6|Hormesis gives rise to characteristic “U-” or “J-shaped” dose-response curves, in which a phenotype of interest (e.g., a physiological metric) peaks at intermediate values when quantified across a range of an abiotic stressor, giving the resulting curve the appearance of an inverted letter “U” or “J” (; ; ).
1|7|For example, sublethal exposure to abiotic stressors (e.g., temperature or toxins) is known to have beneficial effects such as increased growth and improved stress tolerance upon repeat exposure in a broad diversity of taxa, from plants to animals (; ).
1|8|In addition, hormetic priming in response to hyperthermal stress (i.e., heat or thermal priming) has been observed in plants (), insects (), cnidarians (), birds (), mammals (), and other taxa.
1|9|In marine invertebrates, thermal priming has been best characterized in adult scleractinian corals, and typically involves a reduction in the bleaching response of symbiotic species to a subsequent exposure following an initial sublethal heat exposure (; ).
1|10|Beneficial priming in adult cnidarians has been linked to mechanisms including changes in gene expression (; ), cellular function (; ; ), and metabolism ().
1|11|Despite growing knowledge surrounding heat priming in adult corals, we still lack an understanding of how priming effects vary across multiple priming temperatures (i.e., hormesis) and their role in other marine invertebrate taxa, particularly those that do not have algal endosymbionts.
1|12|This gap in knowledge limits our understanding of how marine invertebrates and their particularly vulnerable early life stages may fare in future seas.
1|13|Current knowledge regarding the mechanisms and ecological implications of heat priming in marine invertebrates has largely arisen from studies on adult organisms, yet there is evidence that thermal priming also occurs during marine invertebrate early life stages (; ; ).
1|14|For example, heat priming of gametes from the reef-building corals Acropora cytherea and A. pulchra partially ameliorates heat-induced fertilization failure (, ).
1|15|Additionally, in the coral Pocillopora damicornis, conditioning of brooded larvae to simulated ocean warming and acidification while still inside the adult colony increases settlement and survival following planulation (), as well as bleaching resistance and photosynthetic performance of algal endosymbionts under elevated temperatures ().
1|16|However, in the corals A. tenuis and Montipora capitata, exposure to heat stress at the larval stage does not alter performance during a secondary heat exposure during the juvenile stage (; ), demonstrating that the effects of heat priming on early life stages are taxonomically variable and need to be characterized in a broader diversity of species and temperature regimes.
1|17|As marine invertebrate early life stages are particularly sensitive to abiotic stressors (; ; ; ), heat priming may be an important mechanism for the reproductive resilience of these taxa.
1|18|However, key questions remain surrounding heat priming in early life stages.
1|19|For example, it is necessary to further investigate what temperatures lead to beneficial priming as opposed to neutral or negative effects (i.e., hormesis), as most previous studies focus solely on comparisons between ambient and a single elevated (priming) temperature.
1|20|Furthermore, molecular and cellular mechanisms underpinning temperature hormesis in marine invertebrate early life stages are unknown and in need of further investigation.
1|21|These topics are of vital importance in a rapidly changing climate, particularly since spawning for many marine invertebrates occurs during the warmest months of the year (), meaning that larvae are being exposed to marine heatwaves with increasing frequency.
1|22|To address existing gaps in knowledge surrounding mechanisms of temperature hormesis in marine invertebrate early life stages, we used the widely studied sea anemone Nematostella vectensis as a model organism.
1|23|N. vectensis inhabits temperate estuarine environments characterized by high diel and seasonal variability in abiotic conditions (; ), and has evolved plastic mechanisms to support rapid acclimatization (; ; ; ).
1|24|For example, N. vectensis inhabits salt marshes along the Atlantic coast of New Jersey, USA, where temperatures can range from less than 0 °C to greater than 42 °C (annual median ~16–18 °C) and vary up to 20 °C within a single day, indicating that this species is a eurytherm (; ).
1|25|Additionally, while annual patterns of wild spawning in N. vectensis are currently uncharacterized, gametogenesis requires only ~2 weeks in this species and has been observed at culture temperatures between 16–24 °C (; ), suggesting that N. vectensis may be able to spawn throughout the year in the wild.
1|26|Given that N. vectensis displays wide temperature tolerance (), plasticity in thermal tolerance in response to both abiotic and biotic environmental factors (; ; ), and can easily be induced to spawn (; ; ), this species is an important and tractable model in which to investigate environmental memory and hormesis in early life stages (; ; ).
1|27|Additionally, given its wide geospatial distribution and similar stress responses to other invertebrate taxa, including ctenophores and echinoderms (; ; ; ; ), N. vectensis can provide insight into the capacity for environmental memory in the early life stages of marine invertebrates more broadly.
1|28|Finally, N. vectensis is a common model species for the study of early development, so characterizing priming responses in this species will provide important knowledge regarding the effects of environmental factors on development, while also laying the foundation for future work on this topic.
1|29|Here, larvae from N. vectensis were exposed to control (18 °C) or elevated (24 °C, 30 °C, 35 °C, or 39 °C) temperatures for 1 h at 3 days post-fertilization (DPF).
1|30|Larvae were then returned to culture at 18 °C and assessed for growth, development, and various physiological metrics before, during, and after settlement (4, 7, and 11 DPF, respectively).
1|31|To investigate a possible mechanism of modified heat tolerance following priming, the expression of heat shock protein 70 (HSP70) in primed larvae was quantified at 11 DPF.
1|32|Additionally, to gain insight into the temporal extent of priming effects, a second larval cohort was also primed and followed through 6 weeks post-fertilization.
1|33|Overall, this study constitutes a novel examination of heat priming in a model sea anemone, and suggests that dose-dependent priming may augment marine invertebrate resilience to anthropogenic ocean warming via hormesis by the modulation of developmental and physiological phenotypes during early life stages.
1|34|Adult Nematostella vectensis sea anemones were collected from a salt marsh in Brigantine, New Jersey in the fall of 2020.
1|35|Following transport to the laboratory, anemones were kept in 12 parts per thousand (ppt) artificial seawater (1/3-ASW; Spectrum Brands, Madison, WI, USA) at 18 °C in a dark incubator (Boekel Scientific, Feasterville Trevose, PA, USA).
1|36|Animals were fed twice per week with Artemia nauplii (Brine Shrimp Direct, Ogden, UT, USA) with water changes occurring every 2 weeks for approximately 2.5 years.
1|37|Spawning was induced using a standard method for N. vectensis (; ; ), which entailed exposing anemones (N = 200 adults across four containers) to light and elevated temperatures (24 °C) for 14 h followed by transfer to room temperature (∼18–19 °C), after which spawning occurred within 1–2 h. As culture containers housed both male and female anemones, eggs were left to fertilize during spawning and then transferred to a plastic dish with ~25 mL new 1/3-ASW.
1|38|Fertilized embryos were then held at 18 °C in the dark for 3 days.
1|39|At 3 days post-fertilization (DPF), 200 swimming planula larvae were pipetted into each of 15 conical tubes (15 mL), for a total of three replicate tubes of 200 larvae (N = 600 larvae priming temperature−1) for each of the five priming temperature treatments: 18 °C (control), 24 °C, 30 °C, 35 °C, and 39 °C ().
1|40|At a duration of 1 h, these temperatures are sublethal for N. vectensis larvae (; ), and representative of the range of temperatures and diel variability that can occur in this species’ natural habitat ().
1|41|Tubes were placed in water baths (Thermo Fisher Scientific, Waltham, MA, USA) set to each treatment temperature for 1 h. Following the treatment period, tubes containing larvae were poured into petri dishes (15 mL capacity) and a partial water change was performed by aspirating and replacing ~7.5 mL (~50%) 1/3-ASW; dishes were then held at 18 °C in the dark for the remainder of the experiment.
1|42|The day after the priming treatment, one dish of larvae primed at 39 °C displayed 100% mortality along with dense overgrowth of an unidentified microbe, and was therefore removed from the experiment.
1|43|All other larvae were left unfed and in the same water for the remainder of the short-term experiment (11 days in total).
1|44|For the long-term experiment, this entire procedure was repeated for a second cohort of larvae, which were held at 18 °C for 6 weeks following priming at 3 DPF.
1|45|In both experiments, control animals were kept at 18 °C for the entire experiment duration, having gone through the priming treatment but without a change in temperature.
1|46|The figure depicts the experimental design with representative images of larvae and juveniles over time.
1|47|At 0 days post-fertilization (DPF), adult Nematostella vectensis sea anemones (N = 200 adults across four containers) were induced to spawn and their gametes left to fertilize.
1|48|Developing embryos were kept at 18 °C.
1|49|At 3 DPF, larvae were divided into 15 groups of 200, and each group was primed at either 18 °C (control), 24 °C, 30 °C, 35 °C, or 39 °C for 1 h (N = 3 groups per priming temperature), then returned to 18 °C for the remainder of the experiment.
1|50|At 4, 7, and 11 DPF, animals in each group were assayed for growth, respiration, total protein, and heat tolerance.
1|51|The fertilization and priming process was repeated for a second cohort of larvae; images were collected weekly through 6 weeks post-fertilization (WPF), and heat tolerance was assayed at 6 WPF.
1|52|Each day following the priming treatment (4–11 DPF), dishes containing larvae were individually removed from the incubator and photographed in a single, haphazardly chosen region under a dissecting microscope (Leica MZ12; Leica, Wetzlar, Germany) with a camera attachment (Retiga R3 CCD), after which they were returned to the incubator ().
1|53|Each photograph contained at least 20 larvae, and microscope settings were unchanged between dishes; a ruler was also photographed each day using the same microscope settings.
1|54|To quantify larval growth, images were analyzed in FIJI (); the ruler image was used to set the scale, and then the line tool was used to individually measure the lengths along the longest axis of at least 20 larvae per photograph (N = 40–60 larvae priming temperature−1 time point−1; ).
